codigo,nome,cidade,estado,população,renda_media,faturamento,subprefeitura,regiao_adm,idh,idh_subprefeitura,população_subprefeitura,densidade_subprefeitura,densidade_bairro,renda_abs_bairro,renda_media_subprefeitura,total_domicilios,percent_domicilios_a1,percent_domicilios_a2,percent_domicilios_b1,percent_domicilios_b2,percent_domicilios_c1,percent_domicilios_c2,percent_domicilios_d,percent_domicilios_e,percent_pop_ate9,percent_pop_de10a14,percent_pop_de15a19,percent_pop_de20a24,percent_pop_de25a34,percent_pop_de35a49,percent_pop_de50a59,percent_pop_mais_de60
3304557060,Abolicao,Rio de Janeiro,RJ,11676,2501.0,932515.0,Grande Méier,Méier,0.857,0.8650625000000001,408744,138.98224401390016,189.45318838228135,29201676.0,2644.252708296636,4349,0.0,0.03334099793055875,0.164405610485169,0.2855828926189929,0.2513221430213842,0.1742929409059554,0.02115428834214762,0.06990112669579214,0.08795820486467969,0.04136690647482014,0.05892428914011648,0.0685166152792052,0.1434566632408359,0.19698526892771498,0.1527920520726276,0.25
3304557057,Agua Santa,Rio de Janeiro,RJ,9003,2391.0,874200.0,Grande Méier,Méier,0.877,0.8650625000000001,408744,138.98224401390016,37.10741076580661,21526173.0,2644.252708296636,2649,0.0,0.0362400906002265,0.15251038127595318,0.24613061532653832,0.24311060777651944,0.1970554926387316,0.029067572668931674,0.09588523971309929,0.09807841830500943,0.044318560479840056,0.06631122959013662,0.0846384538487171,0.19493502165944684,0.23058980339886703,0.12351438409419083,0.15761412862379207
3304557055,Cachambi,Rio de Janeiro,RJ,43591,2963.0,1182272.0,Grande Méier,Méier,0.9,0.8650625000000001,408744,138.98224401390016,193.72055817260687,129160133.0,2644.252708296636,15954,0.009151310016296854,0.043249341857841295,0.2389369437131754,0.24802557352388116,0.229346872257741,0.11796414692240191,0.014604487902720321,0.09872132380594208,0.08751806565575462,0.04370168153976738,0.05918652932944874,0.06593104081117662,0.1505815420614347,0.22082539973847812,0.14363056594251106,0.22862517492142873
3304557058,Encantado,Rio de Janeiro,RJ,15445,2342.0,916012.0,Grande Méier,Méier,0.877,0.8650625000000001,408744,138.98224401390016,145.69380247146495,36172190.0,2644.252708296636,5533,0.0,0.0305440086752214,0.14404482197722754,0.26802819446954634,0.25628049882523046,0.17151635640701246,0.030182541116934754,0.09940357852882704,0.09472321139527355,0.04894787957267724,0.06817740369051473,0.07620589187439301,0.14710262220783424,0.20757526707672386,0.1422466817740369,0.21502104240854644
3304557056,Engenho De Dentro,Rio de Janeiro,RJ,46584,2260.0,903559.0,Grande Méier,Méier,0.857,0.8650625000000001,408744,138.98224401390016,118.82460973370064,105279840.0,2644.252708296636,16708,0.0,0.03423509695954034,0.14669619344026813,0.19583433085946853,0.24982044529566674,0.2418003351687814,0.022983002154656453,0.10863059612161839,0.09930448222565688,0.04793491327494419,0.06669671990382964,0.06995964279580973,0.14738966168641593,0.2062296067319251,0.13936115404430705,0.22312381933711145
3304557051,Engenho Novo,Rio de Janeiro,RJ,43362,2325.0,932007.0,Grande Méier,Méier,0.858,0.8650625000000001,408744,138.98224401390016,163.95190562613428,100816650.0,2644.252708296636,15109,0.0,0.03633595870011252,0.15725726388245417,0.20246210867694753,0.26202925408696803,0.16936925011582502,0.03296048712687802,0.13958567741081473,0.11138785111387851,0.05421797887551312,0.07294405239610718,0.07453530741201975,0.1543056132097228,0.21521147548544808,0.13308887966422214,0.1843088418430884
3304557146,Jacare,Rio de Janeiro,RJ,9538,1374.0,822849.0,Grande Méier,Méier,0.839,0.8650625000000001,408744,138.98224401390016,113.19724661761215,13105212.0,2644.252708296636,2830,0.0,0.00530035335689046,0.0568904593639576,0.17385159010600706,0.22367491166077738,0.27985865724381626,0.0696113074204947,0.19081272084805653,0.13902285594464248,0.06594673935835604,0.07999580624868945,0.07464877332774167,0.16219333193541624,0.20140490668903335,0.11616691130215978,0.160620675193961
3304557052,Lins De Vasconcelos,Rio de Janeiro,RJ,38547,2038.0,932622.0,Grande Méier,Méier,0.859,0.8650625000000001,408744,138.98224401390016,144.4140566461861,78558786.0,2644.252708296636,13007,0.0,0.022295686937802723,0.15868378565387867,0.1831321596063658,0.2246482663181364,0.16252786960867224,0.029215038056431154,0.219497193818713,0.11160401587672192,0.05325965704205256,0.07014813085324409,0.07056320855060057,0.15012841466261967,0.2221443951539679,0.1294523568630503,0.19269982099774302
3304557053,Meier,Rio de Janeiro,RJ,51234,4671.0,1626856.0,Grande Méier,Méier,0.931,0.8650625000000001,408744,138.98224401390016,207.34954874741996,239314014.0,2644.252708296636,19903,0.025624277747073307,0.09410641611817314,0.27448123398482643,0.255690096970306,0.19650303974275235,0.07888258051550018,0.006581922323267849,0.06813043259810078,0.06579615099348089,0.0335519381660616,0.05369481203888043,0.06335636491392435,0.13274388101651247,0.1922551430690557,0.15946441815981574,0.2991372916422688
3304557059,Piedade,Rio de Janeiro,RJ,44603,1944.0,808082.0,Grande Méier,Méier,0.85,0.8650625000000001,408744,138.98224401390016,114.74621182886986,86708232.0,2644.252708296636,15775,0.0,0.006022187004754358,0.13356576862123612,0.2042472266244057,0.2833597464342314,0.25160063391442156,0.03169572107765452,0.08950871632329635,0.10441001726341277,0.04914467636706051,0.06997287177992512,0.07277537385377665,0.14469878707710243,0.21269869739703606,0.13723292155236194,0.20906665470932448
3304557061,Pilares,Rio de Janeiro,RJ,28018,1535.0,826523.0,Grande Méier,Méier,0.831,0.8650625000000001,408744,138.98224401390016,152.57024613373994,43007630.0,2644.252708296636,9828,0.0,0.0,0.09289784289784289,0.16880341880341881,0.27767602767602767,0.2031949531949532,0.0463980463980464,0.21102971102971102,0.10735955457206081,0.05268041973017346,0.07134699121993004,0.07113284317224641,0.14315796987650795,0.20808051966592905,0.13634092369191234,0.2099007780712399
3304557049,Riachuelo,Rio de Janeiro,RJ,13009,2541.0,934074.0,Grande Méier,Méier,0.905,0.8650625000000001,408744,138.98224401390016,140.16808533563193,33055869.0,2644.252708296636,4809,0.0,0.03202328966521106,0.16136410896236222,0.2925764192139738,0.2904969848201289,0.14410480349344978,0.021210230817217717,0.05822416302765648,0.08409562610500423,0.03958797755400108,0.05842109308939965,0.06779921592743485,0.1460527327234991,0.20808670920132216,0.15158736259512645,0.24436928280421247
3304557048,Rocha,Rio de Janeiro,RJ,9012,2667.0,922967.0,Grande Méier,Méier,0.839,0.8650625000000001,408744,138.98224401390016,68.70997255260751,24035004.0,2644.252708296636,3318,0.0,0.03285111512959614,0.19981916817359854,0.2863170584689572,0.26853526220614826,0.11693791440626884,0.025617842073538274,0.0699216395418927,0.07911673324456281,0.0461606746560142,0.06225033288948069,0.06535730137594319,0.14347536617842876,0.2275854416333777,0.14613848202396804,0.22991566799822458
3304557050,Sampaio,Rio de Janeiro,RJ,11203,1751.0,806674.0,Grande Méier,Méier,0.839,0.8650625000000001,408744,138.98224401390016,126.68777564175053,19616453.0,2644.252708296636,3432,0.0,0.014277389277389278,0.0844988344988345,0.1791958041958042,0.25553613053613056,0.29545454545454547,0.045745920745920744,0.1252913752913753,0.13558868160314203,0.059537623850754263,0.08104971882531464,0.08604837989824154,0.16415245916272428,0.2111934303311613,0.10925644916540213,0.15317325716325983
3304557047,Sao Francisco Xavier,Rio de Janeiro,RJ,8578,2317.0,878830.0,Grande Méier,Méier,0.8,0.8650625000000001,408744,138.98224401390016,132.19294190167977,19875226.0,2644.252708296636,3009,0.0,0.030574941841143236,0.15952143569292124,0.23296776337653705,0.2213359920239282,0.19308740445330674,0.04353605849119309,0.11897640412097042,0.11331312660293774,0.058521799953369084,0.07146187922592678,0.08836558638377244,0.16519002098391233,0.20564234087199815,0.12730240149218933,0.17020284448589415
3304557054,Todos Os Santos,Rio de Janeiro,RJ,25341,4001.0,1200769.0,Grande Méier,Méier,0.922,0.8650625000000001,408744,138.98224401390016,250.23205292781674,101389341.0,2644.252708296636,9323,0.0,0.11337552290035396,0.3192105545425292,0.2520647860130859,0.209803711251743,0.08280596374557546,0.0,0.02273946154671243,0.07884456019888718,0.04100074977309499,0.05737737263722821,0.06270470778580167,0.1434828933349118,0.22434000236770452,0.15429541059942387,0.23795430330294778
3304557138,Acari,Rio de Janeiro,RJ,27564,931.0,588833.0,Zona Norte,Pavuna,0.72,0.809265306122449,1838642,138.59117517144483,171.68483338523822,25662084.0,1593.3909744256905,8451,0.0,0.0,0.009702993728552834,0.05987457105667968,0.24139155129570464,0.2946396876109336,0.09785824162820968,0.2965329546799195,0.18614859962269628,0.07937890001451169,0.097845015237266,0.09541430851835728,0.1745029748947903,0.1925700188651865,0.0871789290378755,0.0869612538093165
3304557125,Anchieta,Rio de Janeiro,RJ,57222,1380.0,553020.0,Zona Norte,Anchieta,0.788,0.809265306122449,1838642,138.59117517144483,131.67498906965506,78966360.0,1593.3909744256905,18776,0.0,0.0,0.0579995739241585,0.15024499360886237,0.2721559437579889,0.2887729015764806,0.05714742224115893,0.17367916489135066,0.13416168606480025,0.0659536541889483,0.08549159414211317,0.0803886617035406,0.15134039355492643,0.2144629687882283,0.12507427213309566,0.14312676942434727
3304557139,Barros Filho,Rio de Janeiro,RJ,14446,895.0,746904.0,Zona Norte,Pavuna,0.75,0.809265306122449,1838642,138.59117517144483,83.79836417425605,12929170.0,1593.3909744256905,4870,0.0,0.0,0.011704312114989733,0.06365503080082136,0.25523613963039016,0.24250513347022587,0.075564681724846,0.35133470225872687,0.13934653191194796,0.06686972172227607,0.08881351239097328,0.07676865568323411,0.1479302228990724,0.22220683926346393,0.11947944067561955,0.1385850754534127
3304557079,Bento Ribeiro,Rio de Janeiro,RJ,44941,2048.0,856901.0,Zona Norte,Madureira,0.851,0.809265306122449,1838642,138.59117517144483,147.9392981763118,92039168.0,1593.3909744256905,15790,0.0,0.02235592146928436,0.1201393286890437,0.20348321722609247,0.2818239392020266,0.23597213426219127,0.03299556681443952,0.1032298923369221,0.09961950112369551,0.050621926525889496,0.071004205513896,0.07115996528782181,0.14074008144011035,0.20867359426804033,0.1409180926103113,0.2172626332302352
3304557037,Bonsucesso,Rio de Janeiro,RJ,19237,1944.0,851362.0,Zona Norte,Ramos,0.861,0.809265306122449,1838642,138.59117517144483,87.45283447742874,37396728.0,1593.3909744256905,7086,0.0,0.0,0.1350550381033023,0.1994072819644369,0.35548969799604857,0.18600056449336722,0.02639006491673723,0.09765735252610781,0.09330976763528617,0.044393616468264285,0.06716223943442325,0.07002131309455736,0.1462806050839528,0.2036180277590061,0.14025055881894266,0.2349638717055674
3304557042,Bras De Pina,Rio de Janeiro,RJ,60893,1874.0,755073.0,Zona Norte,Penha,0.835,0.809265306122449,1838642,138.59117517144483,172.88342513201974,114113482.0,1593.3909744256905,20264,0.0,0.024378207658902487,0.08468219502566127,0.18836360047374653,0.2973746545598105,0.2080536912751678,0.03010264508487959,0.16704500592183183,0.11186835925311613,0.05501453369024354,0.07846550506626378,0.07884321679010724,0.1484078629727555,0.2127502340170463,0.12720673969093327,0.18744354851953426
3304557068,Campinho,Rio de Janeiro,RJ,10441,2377.0,878140.0,Zona Norte,Madureira,0.904,0.809265306122449,1838642,138.59117517144483,106.0538344337227,24818257.0,1593.3909744256905,3676,0.0,0.030195865070729053,0.17736670293797607,0.20375408052230687,0.2606093579978237,0.1852557127312296,0.02883569096844396,0.11398258977149076,0.11301599463652907,0.05353893305238962,0.07116176611435686,0.06867158318168758,0.15400823675893113,0.21329374580978833,0.12393448903361746,0.20237525141269994
3304557072,Cascadura,Rio de Janeiro,RJ,35428,1796.0,796395.0,Zona Norte,Madureira,0.833,0.809265306122449,1838642,138.59117517144483,124.79041916167665,63628688.0,1593.3909744256905,12107,0.0,0.00536879491203436,0.11290988684232263,0.19459816635004543,0.29016271578425706,0.2490294870735938,0.04237218138267118,0.10555876765507557,0.11888901433894095,0.05526702043581348,0.07434797335440894,0.073218922885853,0.1479620639042565,0.200716947047533,0.13116743818448684,0.19843061984870725
3304557070,Cavalcanti,Rio de Janeiro,RJ,16597,1499.0,774667.0,Zona Norte,Madureira,0.807,0.809265306122449,1838642,138.59117517144483,86.25851047242867,24878903.0,1593.3909744256905,5585,0.0,0.0,0.05998209489704566,0.17690241718889885,0.3142345568487019,0.2478066248880931,0.05890778871978514,0.14216651745747538,0.12526360185575705,0.06091462312466108,0.078267156715069,0.07670060854371272,0.14526721696692174,0.21100198831114056,0.12038320178345484,0.182201602699283
3304557137,Coelho Neto,Rio de Janeiro,RJ,33338,1425.0,702967.0,Zona Norte,Pavuna,0.806,0.809265306122449,1838642,138.59117517144483,132.71496815286625,47506650.0,1593.3909744256905,11690,0.0,0.0,0.04174508126603935,0.19632164242942687,0.30564585115483317,0.24123182207014543,0.04020530367835757,0.17485029940119762,0.1176735257064011,0.05897174395584618,0.07549943007978883,0.06839042534045234,0.14385985961965325,0.21878936948827163,0.12838202651628772,0.18843361929329894
3304557067,Colegio,Rio de Janeiro,RJ,30071,1221.0,621314.0,Zona Norte,Irajá,0.762,0.809265306122449,1838642,138.59117517144483,132.99279111936667,36716691.0,1593.3909744256905,10031,0.0,0.0,0.024723357591466454,0.1374738311235171,0.28362077559565346,0.3248928322201176,0.05602631841291995,0.1732628850563254,0.13903761098732997,0.0633168168667487,0.07748328954806957,0.08203917395497323,0.15779322270626184,0.21432609490871604,0.1212796381896179,0.14472415283828274
3304557157,Complexo Do Alemao,Rio de Janeiro,RJ,71095,1010.0,88790.0,Zona Norte,Complexo do Alemão,0.711,0.809265306122449,1838642,138.59117517144483,240.11280353946438,71805950.0,1593.3909744256905,22313,0.0,0.0,0.012907273786581814,0.08488325191592345,0.2429525388786806,0.35535338143683054,0.07923631963429391,0.22466723434768968,0.16575005274632534,0.07294465152261059,0.09235529924748576,0.0947324003094451,0.175103734439834,0.20946620718756592,0.09065335114986989,0.09899430339686335
3304557043,Cordovil,Rio de Janeiro,RJ,46478,1480.0,645088.0,Zona Norte,Vigário Geral,0.791,0.809265306122449,1838642,138.59117517144483,120.50923045011409,68787440.0,1593.3909744256905,15456,0.0,0.0,0.06774068322981366,0.15741459627329193,0.297554347826087,0.26222826086956524,0.04677795031055901,0.16828416149068323,0.1232626188734455,0.062244502775506694,0.08107061405396102,0.08283488962519901,0.1537501613666681,0.2015792417918155,0.12044408107061405,0.17481389044279014
3304557140,Costa Barros,Rio de Janeiro,RJ,29244,925.0,607957.0,Zona Norte,Pavuna,0.713,0.809265306122449,1838642,138.59117517144483,161.141723605907,27050700.0,1593.3909744256905,9202,0.0,0.0,0.013366659421864812,0.06857204955444468,0.2447294066507281,0.28515540099978265,0.06868072158226472,0.31949576179091504,0.1741211872520859,0.07864861168102859,0.09810559430994392,0.08524825605252359,0.15709205307071536,0.20376829435097799,0.1004308576118178,0.10258514567090685
3304557148,Del Castilho,Rio de Janeiro,RJ,16051,1889.0,846146.0,Zona Norte,Inhaúma,0.86,0.809265306122449,1838642,138.59117517144483,111.3956554930946,30320339.0,1593.3909744256905,5504,0.0,0.014534883720930232,0.1068313953488372,0.203125,0.2690770348837209,0.2258357558139535,0.030159883720930234,0.1504360465116279,0.10840446078125973,0.05177247523518784,0.07102361223599776,0.0736402716341661,0.15550432994828983,0.20129586941623576,0.12784250202479597,0.21051647872406704
3304557071,Engenheiro Leal,Rio de Janeiro,RJ,6287,1517.0,818442.0,Zona Norte,Madureira,0.807,0.809265306122449,1838642,138.59117517144483,88.76182408583934,9537379.0,1593.3909744256905,1999,0.0,0.0,0.060530265132566284,0.17158579289644824,0.3136568284142071,0.3016508254127064,0.04452226113056528,0.10805402701350675,0.12327024017814538,0.060283123906473675,0.08541434706537299,0.0843009384444091,0.15858119930014317,0.21329728010179735,0.12438364879910928,0.15046922220454906
3304557150,Engenho Da Rainha,Rio de Janeiro,RJ,27411,1620.0,805559.0,Zona Norte,Inhaúma,0.835,0.809265306122449,1838642,138.59117517144483,123.16229331416247,44405820.0,1593.3909744256905,9481,0.0,0.0,0.08849277502373168,0.20124459445206203,0.2897373694757937,0.19881869001160216,0.03754878177407447,0.184157789262736,0.11801831381562146,0.05961110503082704,0.07431323191419503,0.06854912261500858,0.16066542628871622,0.2060851482981285,0.12805078253255991,0.18470686950494328
3304557124,Guadalupe,Rio de Janeiro,RJ,48475,1483.0,779768.0,Zona Norte,Anchieta,0.81,0.809265306122449,1838642,138.59117517144483,126.8979057591623,71888425.0,1593.3909744256905,16741,0.0,0.006869362642613942,0.07508512036318021,0.16934472253748284,0.25625709336359836,0.21068036556955977,0.04474045755928559,0.23702287796427932,0.11686436307374935,0.057287261474987104,0.07214027849406911,0.07086126869520372,0.1484476534296029,0.2081691593604951,0.13122227952552862,0.1950077359463641
3304557145,Higienopolis,Rio de Janeiro,RJ,16177,2336.0,897049.0,Zona Norte,Inhaúma,0.882,0.809265306122449,1838642,138.59117517144483,139.75809935205183,37789472.0,1593.3909744256905,5751,0.0,0.024517475221700575,0.14901756216310208,0.25456442357850806,0.30255607720396455,0.17909928708050774,0.015127803860198226,0.07511737089201878,0.0937132966557458,0.04623848674043395,0.06280521728379798,0.0725721703653335,0.15379860295481237,0.2161711071274031,0.14384620139704518,0.2108549174754281
3304557077,Honorio Gurgel,Rio de Janeiro,RJ,22609,1403.0,722087.0,Zona Norte,Madureira,0.804,0.809265306122449,1838642,138.59117517144483,164.45301134710505,31720427.0,1593.3909744256905,7750,0.0,0.0,0.049935483870967745,0.17780645161290323,0.2735483870967742,0.30890322580645163,0.05509677419354839,0.13470967741935483,0.1289751868724844,0.06147994161617055,0.08001238444867088,0.07359900924410633,0.14715378831438808,0.20881065062585696,0.12238489097262152,0.17758414790570126
3304557149,Inhauma,Rio de Janeiro,RJ,46989,1329.0,688001.0,Zona Norte,Inhaúma,0.81,0.809265306122449,1838642,138.59117517144483,134.8205319484693,62448381.0,1593.3909744256905,15957,0.0,0.0,0.058594973992605125,0.15146957448141882,0.25549915397631134,0.23632261703327692,0.0532054897537131,0.2449081907626747,0.13669156611121752,0.060801464172465895,0.07516652833641917,0.07312349698865692,0.15412117729681415,0.20170678243844303,0.12190087041648046,0.17648811423950286
3304557066,Iraja,Rio de Janeiro,RJ,99102,2140.0,1030856.0,Zona Norte,Irajá,0.798,0.809265306122449,1838642,138.59117517144483,132.52828371981064,212078280.0,1593.3909744256905,35237,0.0,0.018049209637596843,0.13832051536736953,0.23625734313363794,0.28745352896103527,0.19717910151261459,0.03467945625337004,0.0880608451343758,0.0972028818792759,0.047859780831870195,0.06623478839983048,0.06917115698976811,0.1453048374402131,0.20662549696272528,0.1451433876208351,0.22245766987548182
3304557155,Jacarezinho,Rio de Janeiro,RJ,38908,1023.0,527702.0,Zona Norte,Jacarezinho,0.731,0.809265306122449,1838642,138.59117517144483,412.2046826994385,39802884.0,1593.3909744256905,12038,0.0,0.0,0.020435288253862767,0.09245721880711082,0.22063465691975412,0.3301212826050839,0.06604087057650773,0.27031068283768067,0.15063740104862752,0.06906034748637813,0.08869641204893595,0.0970751516397656,0.17451423871697339,0.20980261128816696,0.10260100750488331,0.10761283026626915
3304557046,Jardim America,Rio de Janeiro,RJ,25937,1574.0,795412.0,Zona Norte,Vigário Geral,0.839,0.809265306122449,1838642,138.59117517144483,131.39311043566363,40824838.0,1593.3909744256905,8623,0.0,0.0,0.0874405659283312,0.17522903861765046,0.2892264873014032,0.22532761219993042,0.0502145425026093,0.17256175345007538,0.10205497937309635,0.052974515171376794,0.07684003547056328,0.08910051278096927,0.14963180013108687,0.21841384894166635,0.13370860161159734,0.17727570651964375
3304557073,Madureira,Rio de Janeiro,RJ,51520,1848.0,835847.0,Zona Norte,Madureira,0.831,0.809265306122449,1838642,138.59117517144483,136.02281127891013,95208960.0,1593.3909744256905,17900,0.0,0.006145251396648044,0.09759776536312849,0.23039106145251398,0.306536312849162,0.19921787709497207,0.04659217877094972,0.11351955307262569,0.10885093167701863,0.05458074534161491,0.07284549689440994,0.07583462732919255,0.14650621118012422,0.20258152173913044,0.13718944099378882,0.2016110248447205
3304557036,Manguinhos,Rio de Janeiro,RJ,37180,1039.0,404476.0,Zona Norte,Ramos,0.726,0.809265306122449,1838642,138.59117517144483,141.99511151848458,38630020.0,1593.3909744256905,11267,0.0,0.0,0.010384308156563415,0.07641785745983846,0.2821514156385906,0.3663796929084938,0.08653590130469513,0.17813082453181858,0.18388918773534157,0.08136094674556213,0.09047875201721356,0.08988703604088219,0.1819795589026358,0.2106508875739645,0.08757396449704143,0.0741796664873588
3304557158,Mare,Rio de Janeiro,RJ,133432,1107.0,24651.0,Zona Norte,Maré,0.722,0.809265306122449,1838642,138.59117517144483,312.5749625187406,147709224.0,1593.3909744256905,44266,0.0,0.0,0.014458049067004021,0.09628157050557991,0.2895676139700899,0.3455247819997289,0.0672525188632359,0.18691546559436137,0.16503537382337072,0.07146711433539181,0.09137987888962168,0.09456502188380599,0.18382397026200611,0.21886803765213741,0.08894418130583369,0.0859164218478326
3304557080,Marechal Hermes,Rio de Janeiro,RJ,49419,1675.0,726430.0,Zona Norte,Madureira,0.814,0.809265306122449,1838642,138.59117517144483,127.16535433070867,82776825.0,1593.3909744256905,16954,0.0,0.006901026306476348,0.08935944319924502,0.17606464551138373,0.2759230859974047,0.2622979827769258,0.05491329479768786,0.1345405214108765,0.11894210728667112,0.057407070155203466,0.07687326736680224,0.07484975414314332,0.14445860903701005,0.20801715939213664,0.13423986725753254,0.18521216536150065
3304557147,Maria Da Graca,Rio de Janeiro,RJ,8198,2612.0,905395.0,Zona Norte,Inhaúma,0.86,0.809265306122449,1838642,138.59117517144483,99.36969696969697,21413176.0,1593.3909744256905,2991,0.0,0.034102306920762285,0.20160481444332998,0.24105650284185892,0.28151120026746906,0.15914409896355733,0.013707790036776997,0.0688732865262454,0.09538911929738961,0.04440107343254452,0.058428885093925347,0.06269821907782386,0.15759941449133935,0.20980727006586972,0.14283971700414735,0.22883630153696025
3304557039,Olaria,Rio de Janeiro,RJ,59136,2104.0,860621.0,Zona Norte,Ramos,0.853,0.809265306122449,1838642,138.59117517144483,160.2688492601225,124422144.0,1593.3909744256905,21024,0.0,0.02011986301369863,0.13408485540334855,0.2090943683409437,0.300513698630137,0.1971556316590563,0.033152587519025875,0.10587899543378995,0.10244182900432901,0.04969899891774892,0.06637242965367965,0.06791125541125541,0.14402394480519481,0.21058238636363635,0.13147659632034633,0.22749255952380953
3304557078,Oswaldo Cruz,Rio de Janeiro,RJ,35000,1952.0,858291.0,Zona Norte,Madureira,0.855,0.809265306122449,1838642,138.59117517144483,168.99232292018732,68320000.0,1593.3909744256905,12473,0.0,0.014350998156016996,0.11593040968491942,0.19313717630080976,0.30850637376733747,0.2038803816243085,0.03311152088511184,0.13108313958149603,0.09771428571428571,0.0544,0.07077142857142857,0.07034285714285714,0.13905714285714285,0.2092857142857143,0.14362857142857144,0.2148
3304557044,Parada De Lucas,Rio de Janeiro,RJ,24598,1113.0,630075.0,Zona Norte,Vigário Geral,0.745,0.809265306122449,1838642,138.59117517144483,111.9108280254777,27377574.0,1593.3909744256905,7641,0.0,0.0,0.027352440780002617,0.08977882476115692,0.25925925925925924,0.36160188457008247,0.05496662740478995,0.2070409632247088,0.1407024961378974,0.06524920725262216,0.09606472070900073,0.1015529717863241,0.16261484673550694,0.19452801040735018,0.09756890804130416,0.14171883892999432
3304557126,Parque Anchieta,Rio de Janeiro,RJ,26951,1679.0,744303.0,Zona Norte,Anchieta,0.833,0.809265306122449,1838642,138.59117517144483,69.00250908904707,45250729.0,1593.3909744256905,8993,0.0,0.0,0.07572556432781052,0.19893250305793395,0.3397086622928945,0.23351495607694875,0.027021016346046926,0.1250972978983654,0.11788059812251865,0.057585989388148864,0.07695447293235873,0.06960780676041706,0.14964194278505435,0.22125338577418277,0.12374308931022968,0.1833327149270899
3304557154,Parque Columbia,Rio de Janeiro,RJ,9462,1374.0,789315.0,Zona Norte,Pavuna,0.72,0.809265306122449,1838642,138.59117517144483,62.36899347439193,13000788.0,1593.3909744256905,3114,0.0,0.0,0.04592164418754014,0.1640976236351959,0.3281952472703918,0.20905587668593448,0.0626204238921002,0.1901091843288375,0.13929401817797507,0.07102092580849714,0.09205242020714437,0.07471993236102303,0.14753751849503277,0.22923272035510464,0.10695413231874867,0.1391883322764743
3304557141,Pavuna,Rio de Janeiro,RJ,100006,1384.0,258464.0,Zona Norte,Pavuna,0.79,0.809265306122449,1838642,138.59117517144483,120.32389248502058,138408304.0,1593.3909744256905,32925,0.0,0.0,0.05424449506454062,0.14533029612756265,0.3048443432042521,0.2615641609719058,0.06068337129840547,0.17333333333333334,0.14408135511869288,0.06773593584384936,0.08266504009759415,0.07614543127412356,0.15426074435533868,0.21317720936743795,0.1171329720216787,0.14480131192128473
3304557040,Penha,Rio de Janeiro,RJ,80900,1682.0,593191.0,Zona Norte,Penha,0.84,0.809265306122449,1838642,138.59117517144483,138.2598738741818,136073800.0,1593.3909744256905,25367,0.0,0.009421689596720148,0.08392793787203848,0.18248117633145425,0.30113927543659086,0.23991800370560176,0.042653841605235145,0.14045807545235936,0.11457354758961681,0.05705809641532757,0.09326328800988876,0.10531520395550062,0.15995055624227442,0.193053152039555,0.11322620519159456,0.16355995055624228
3304557041,Penha Circular,Rio de Janeiro,RJ,49165,2005.0,908998.0,Zona Norte,Penha,0.826,0.809265306122449,1838642,138.59117517144483,106.33949041830688,98575825.0,1593.3909744256905,16511,0.0,0.021076857852340862,0.11465083883471625,0.22712131306401792,0.2415359457331476,0.2065895463630307,0.027799648719035796,0.16122584943371085,0.10877656869724397,0.054144208278246723,0.08227397538899624,0.08005695108308757,0.14955761212244484,0.19528119597274485,0.1291365809010475,0.20077290755618835
